video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=s5cALjKETFA&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@fullychargedshow,Fully Charged Show,THIS Is Why The Wave of Chinese EVs Is Unstoppable!,24K,16 hours,"In fact, just behind Tesla Model Y and Model 3, the Chinese owned electric vehicle brands are gaining significant ground with ...",2024-01-27 00:13:37.249116
/watch?v=mfhpBxHeewo&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@CarCoachReports,Car Coach Reports,Chinese EV’s Coming to the USA - Will it Destroy The Car Market,7.9K,3 weeks,"Chinese electric car giants are building in Mexico, it's alarming the USA! Holy crap, if China starts building cars in Mexico, and is ...",2024-01-27 00:13:37.259105
/watch?v=klbAVMzYLH0&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@iChongqing,iChongqing,The Rise Of China's Electric Cars | Tesla IS SHOCKED | Chongqing The Motor City,22K,13 days,"electriccars #tesla #byd Join Alex for an electrifying journey into the world of electric vehicles (EVs). In today's episode, we're ...",2024-01-27 00:13:37.266225
/watch?v=zISDaVewC5Q&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@cleantech1968,Clean Tech,China’s STUNNING New Export Ban Will BANKRUPT The Entire EV Industry!,37K,2 days,"In this video, we go in-depth on the latest events surrounding China's export prohibition on rare earth metals and the possible ...",2024-01-27 00:13:37.270882
/watch?v=ASIUyfK6K4U&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@Wheelsboy,Wheelsboy,This 1300 HP Chinese Electric Super Car Is Coming For Ferrari,54K,3 days,The Yangwang U9 is a quad motor electric monster with hydraulic suspension and something to prove. Want to buy a Chinese car ...,2024-01-27 00:13:37.276004
/watch?v=eNYndWedZsE&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@fullychargedshow,Fully Charged Show,This Car Proves Just How Far Chinese Cars Have Come,647K,2 months,Bobby goes for a drive in perhaps the most complete and advanced Chinese EV to arrive on European shores thus far: the BYD ...,2024-01-27 00:13:46.894317
/watch?v=y2hkTNdeIxk&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@electricviking,The Electric Viking,The TOP 10 electric vehicles you can buy from China,11K,1 month,The TOP 10 electric vehicles you can buy from China Get a 20% discount to Electrify Everything in Sydney from the 9th - 11th of ...,2024-01-27 00:13:46.902738
/watch?v=g7xXZdBIj90&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@Reuters,Reuters,China's Xiaomi unveils first electric car | REUTERS,51K,4 weeks,"Xiaomi is the newest major player in the electric-vehicle market. The Chinese smartphone maker unveiled its first EV, a sedan ...",2024-01-27 00:13:46.912486
/watch?v=gzHLv6rLSpQ&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@SupercarBlondie,Supercar Blondie,World’s Best Selling Electric Car | BYD,713K,11 months,This is the BYD Han EV... it's the best-selling electric vehicle in the world after it surpassed over 1.9 million units in 2022. The BYD ...,2024-01-27 00:13:46.915118
/watch?v=cdluSdAM59g&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@carbangla-English,Chinese Car Reviewer ,2024 Xpeng X9 Electric MPV In-Depth Review ( English) | Chinese Car Reviewer,490,2 days,Hey ! This is the all-new 2024 Xpeng X9 Mpv which is a big rival of zeekr009 and denza D9. the Mpv has got 88kwh or 101kwh ...,2024-01-27 00:13:46.917546
/watch?v=1SEfwoqKRU8&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@serpentza,serpentza,China is Throwing Away Fields of Electric Cars - Letting them Rot!,4.1M,7 months,"Hundreds of Thousands of EVs just being left to rot in fields.... Join me for the China Show, a weekly dive into what's happening in ...",2024-01-27 00:13:46.927076
/watch?v=RJ9_xX11QfY&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@60minutes,60 Minutes,Self-driving cars; Electric cars; China’s electric car industry; Chrysler | 60 Minutes Full Episodes,374K,8 months,"From 2015, Bill Whitaker's inside look at engineers who are attempting to develop a car that can drive in city streets on its own.",2024-01-27 00:13:46.937636
/watch?v=4eI-oHSSy6g&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@SupercarBlondie,Supercar Blondie,Chinese Luxury Electric SUV | Hongqi E-HS9,1.5M,1 year,Chinese manufacturer Hongqi has revealed its latest entry into the EV space. The E-HS9 has been dubbed as the 'Chinese ...,2024-01-27 00:13:46.940367
/watch?v=0UMekrLBb2A&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@WallayBlue,Wallay Blue,China Revealed A Powerful Car That Shakes The Entire Car Industry,307K,2 months,"The #1 largest automaker in China, BYD, has unveiled a groundbreaking marvel that is sending shockwaves through the entire ...",2024-01-27 00:13:46.952145
/watch?v=mpD4SiOtLxU&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@fullychargedshow,Fully Charged Show,This Car Shows How Far Ahead China Really Is,705K,8 months,"Jack has been driving the only Xpeng P7 in the UK, to find out how this Chinese EV will fare when European deliveries begin later ...",2024-01-27 00:13:46.960852
/watch?v=sCHQ9a4AvOM&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@NBCNews,NBC News,China leading global electric vehicle production,32K,6 months,"The electric vehicle competition is fierce and China is emerging as an early leader, thanks in part to its control of the supply chain ...",2024-01-27 00:13:46.972678
/watch?v=6fjUeeGDDyM&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@DWREV,DW REV - Cars & Mobility,Are the GERMANS ready for CHINESE cars?,114K,4 months,Germans' Surprising Reactions to Chinese Electric Cars! Join us as we take a ride through Munich's streets in an electric car ...,2024-01-27 00:13:46.975171
/watch?v=8zxZMxiYHkA&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@TFLEV,TFLEV,New Chinese Electric Cars: Do They Suck?,218K,6 months,#china #electric #car.,2024-01-27 00:13:46.986572
/watch?v=VKvLM6MS6WI&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@dwnews,DW News,Why the big car companies are losing China | Business Beyond,2.2M,3 months,Big carmakers like Volkswagen and Toyota were once top sellers in China. Now they're rapidly losing ground to a new generation ...,2024-01-27 00:13:46.994625
/watch?v=2IGw-6oV3OE&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@Electroheads,Electroheads,6 Insanely cheap electric cars from China,121K,1 year,"China are making by far the most affordable electric cars in the world, and many Western companies have opened manufacturing ...",2024-01-27 00:13:46.996619
/watch?v=xSmgBybqPM4&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@scottykilmer,Scotty Kilmer,This New Electric Car Has No Battery and Just Killed Tesla’s Future,476K,1 month,"Electric car review. This New Electric Car Has No Battery and Shakes Up the Entire Car Industry, DIY and car review Scotty Kilmer ...",2024-01-27 00:13:54.786372
/watch?v=fcpZzYNksKM&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@electricviking,The Electric Viking,"Xiaomi's $42,000 SC-01 electric sports car weighs less than a Porsche 911",3.8K,7 hours,Xiaomi's $42000 SC-01 electric sports car weighs less than a Porsche 911 Get a 20% discount to Electrify Everything in Sydney ...,2024-01-27 00:13:54.789668
/watch?v=0b68tD_nuQI&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@TechCharge,Tech Charge,8 NEW Cheap Electric Cars from China (with range & price),260K,4 months,"The automotive future may be all-electric but at the moment, most people still cannot afford EVs, unless they live in China.",2024-01-27 00:13:54.794385
/watch?v=aXZa1QAvEkA&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@carsinpakistan6787,Cars in Pakistan,China mini electric car launched in Pakistan - Low price China electric car Pakistan,254,18 hours,Regal Automobiles have introduced a small hatchback electric car in Pakistan named Volt. This is the cheapest electric car in ...,2024-01-27 00:13:54.797568
/watch?v=N7TXpoh6vFA&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@cgtn,CGTN,How did China’s BYD become world’s top NEV seller?,4.2K,16 hours,"For more: https://www.cgtn.com/video China's auto industry reached new heights in 2023 in terms of production, delivery and ...",2024-01-27 00:13:54.800397
/watch?v=qKa8mVOe5so&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@serpentza,serpentza,Covered Up! - China's Electric Car Safety - You're Being Sold a Lie!,539K,9 months,"BYD's Blade Battery equipped HAN EVs are catching fire.. But that's only the beginning... Join me for the China Show, a weekly ...",2024-01-27 00:13:54.803202
/watch?v=SP_ZDxDINBc&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@HueFinNewsOfficialStocks,HueFin News 2 - Stocks,🚨 Elon Musk's Dire Warning! Chinese EV Brands Set To Crush Global Rivals Without Trade Barriers!,No,10 hours,"Elon Musk, the CEO of Tesla, has expressed concern about the competitiveness of Chinese electric vehicle (EV) manufacturers ...",2024-01-27 00:13:54.806511
/watch?v=gmDU5_Mkx1E&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@XGemsAlert,XGemsAlert,Electric Vehicle Stock News #TSLA #LCID #RIVN #NIO EV World News,46,Streamed 3 hours,Electric Vehicle Stock News #TSLA #LCID #RIVN #NIO EV World News EV WORLD NEWS is the leading source for electric ...,2024-01-27 00:13:54.809462
/watch?v=vwZWtMrhD3I&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@cgtnamerica,CGTN America,Chinese car maker Chirey’s expansion in Mexico,138,2 hours,"Chinese cars are an increasingly common sight on roads around the world, as the country's auto sector booms. That's certainly ...",2024-01-27 00:13:54.812275
/watch?v=QVosxn9FLpM&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@EVworldnews,EV World News,Electric Vehicle Stock News #TSLA #LCID #RIVN #NIO EV World News,No,Streamed 3 hours,Electric Vehicle Stock News #TSLA #LCID #RIVN #NIO EV World News EV WORLD NEWS is the leading source for electric ...,2024-01-27 00:13:54.814971
/watch?v=8bpL3Je7-cw&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@evsqueen,The EVs Queen,Battery Breakthrough Holds Promise to Drastically Reduce Electric Car Costs,70,12 hours,Battery Breakthrough Holds Promise to Drastically Reduce Electric Car Costs Subscribe to The EVs Queen: ...,2024-01-27 00:13:54.825898
/watch?v=yRG0Wai4sR0&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@Donut,Donut,We Bought the Cheapest Truck from China,8.6M,9 months,"Donut = We like cars, and we like making videos about cars. Hopefully our videos make you like cars too. Subscribe for +50hp ...",2024-01-27 00:13:54.830419
/watch?v=4ukGb4p5_vE&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@evsqueen,The EVs Queen,Exploring China's Electric Ford Ranger Competitor: Unveiling Key Details,28,13 hours,Exploring China's Electric Ford Ranger Competitor: Unveiling Key Details Subscribe to The EVs Queen: ...,2024-01-27 00:13:54.833412
/watch?v=IQ4328XQkA0&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@evsqueen,The EVs Queen,Alpha S and Alpha T Forest Pro – Pinnacles of Electric Automotive Luxury,56,9 hours,... Breakthrough Holds Promise to Drastically Reduce Electric Car Costs https://youtu.be/4ukGb4p5_vE Exploring China's Electric ...,2024-01-27 00:13:54.840321
/watch?v=Bdl7RJhVyEU&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@NatalieMa0216,Natalie Ma,China Electric Car _Okeygo Auto Sales LI AUTO L9,No,14 hours,"ENDURENCE RANGE:180KM 6 seats heated ventilation massage, the second row of leg pallet, wide space ...",2024-01-27 00:13:54.843638
/watch?v=3sfp4ZOK_V8&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@MeteorPlay8k,MeteorPlay,Battery Swapping Charging Infrastructure Market to Poised for a 21% CAGR Growth through 2033,1 view,Streamed 14 hours,... 2033 European Commission investigators are getting ready for a voyage to the heart of the Chinese electric vehicle industry.,2024-01-27 00:13:54.846565
/watch?v=IrHvUw3844o&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@sammymotor025,Sammy Motor Vehicle,remote control 4 wheels chinese china mini cargo electric scooter delivery car adults 1500w 2 seats,No,22 hours,whatsapp/wechat 00861327590338 busy025@gmail.com http://www.sammymotor.com.,2024-01-27 00:13:54.849326
/watch?v=zKLNrENnwlc&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@carwow,carwow,This is the most attention-grabbing car I've ever driven!,1.5M,5 months,"Meet the Human Horizons HiPhi Z! It's an all-new luxury car that's come straight from China, and it's absolutely loaded with tech.",2024-01-27 00:13:54.851764
/watch?v=q5GGCVIEYts&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@CNBC,CNBC,Why China Is Beating The U.S. In Electric Vehicles,2.2M,2 years,The global electric vehicle market is heating up and China wants to dominate. The country has invested at least $60 billion to ...,2024-01-27 00:14:05.098615
/shorts/VhUpWqmYxi4,/@captaincrankshaft,Captain Crankshaft,The $900 Car You Can Order Online,824K,1 year,The $900 Car you can order online.,2024-01-27 00:14:05.101788
/watch?v=ni6Aq_oOJHs&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@chinainsights4458,China Insights,From Hongqi to BYD: Quality issues plague buyers/The CCP feels trouble from the European market,495K,3 months,"Chinainsights#Chinanews Currently, there are 114 auto brands in China. According to data from the China Passenger Car ...",2024-01-27 00:14:05.103696
/watch?v=BfnKVgZscH8&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@TechCharge,Tech Charge,10 Best-Selling Electric Cars in CHINA,78K,2 years,"China has one of the biggest economies in the world. Most of the technology you use today, everything from the iPhone to ...",2024-01-27 00:14:05.106205
/watch?v=KxNI2tPY9YY&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@carwow,carwow,This is the most hi-tech car I've ever reviewed!,1.1M,5 months,Mat's got his hands on a Human Horizons HiPhi X! It's a luxurious all-electric SUV that has the likes of the Tesla Model X in its ...,2024-01-27 00:14:05.110557
/watch?v=c0gqZS18nfw&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@Donut,Donut,Why this Chinese Car Costs $900,1.8M,2 years,#donutmedia #cars #cheapcars #bumper2bumper #zyx #evs #electriccars HERE IN MY GARAGE… Curious what we use in the ...,2024-01-27 00:14:05.114823
/watch?v=W08tUhJI_jU&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@JasonLivinginChina,Living in China,China LEADS the World in Electric Cars! (America Shocked),292K,7 months,"In this video, we discuss China's leading role in the electric car industry and how this is changing the global landscape. America is ...",2024-01-27 00:14:05.117799
/watch?v=Xrke4x33TD0&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@ReportsOnChina,Reports on China,BYD HQ TOUR: Are Chinese cars safe?,46K,1 month,BYD is China's most popular homegrown car brand – recently I visited their HQ in Shenzhen for a tour! Back when I was living in ...,2024-01-27 00:14:05.122362
